time,flux,comp1,model,residual
0.5493128536613942,29.465624133455307,30.199603342653592,30.199603342653592,-0.7339792091982851
0.8346915893048564,33.36330785695267,34.09372853897753,34.09372853897753,-0.7304206820248567
1.076581391789222,39.84713627913197,38.538395273228375,38.538395273228375,1.3087410059035989
1.265768554039386,47.03804379557488,42.70922169078313,42.70922169078313,4.3288221047917474
1.5846915893048563,54.80168588470397,51.04346557278213,51.04346557278213,3.758220311921839
1.905432572769786,60.33120020763844,60.96775044461209,60.96775044461209,-0.6365502369736546
2.0846915893048563,66.43524296754333,67.14181210078085,67.14181210078085,-0.7065691332375224
2.4025885365695276,80.7713433944759,79.11557664472254,79.11557664472254,1.6557667497533686
2.5949860413598063,80.7713433944759,86.95610787256075,86.95610787256075,-6.184764478084844
2.8094549249213006,97.54601424941673,96.18384217777603,96.18384217777603,1.3621720716406998
3.0846915893048563,105.93219957841458,108.72145609240039,108.72145609240039,-2.789256513985805
3.3741930846295136,119.81578146466909,122.67170507365653,122.67170507365653,-2.855923608987439
3.5846915893048563,128.4542922502209,133.2545306771379,133.2545306771379,-4.800238426916991
3.8346915893048563,136.8311068083307,146.24945736198285,146.24945736198285,-9.418350553652147
4.0904641997253925,155.3342237677272,159.96473529328694,159.96473529328694,-4.63051152555974
4.332141757964127,161.8512025125463,173.25798657618546,173.25798657618546,-11.40678406363915
4.6098658388287,177.65906731816614,188.8637605911632,188.8637605911632,-11.204693272997076
4.785890694721747,196.34758883132739,198.90239403920538,198.90239403920538,-2.5548052078779904
5.084691589304857,218.13435989637887,216.13742751376137,216.13742751376137,1.9969323826175014
5.334691589304857,221.49536716596805,230.68284138011637,230.68284138011637,-9.187474214148324
5.576849329059332,246.1504693549305,244.82118695934682,244.82118695934682,1.3292823955836752
5.7853023111161015,264.9405033332733,256.9888664649697,256.9888664649697,7.951636868303581
6.084691589304857,272.54431790133555,274.3879719124361,274.3879719124361,-1.8436540111005684
6.381065655302809,288.29158192077244,291.4330710439242,291.4330710439242,-3.141489123151757
6.584691589304857,301.38942412556554,302.98949374572635,302.98949374572635,-1.6000696201608093
6.834691589304857,318.72605190083965,316.95189331610385,316.95189331610385,1.774158584735801
7.110595845929783,324.1191602049346,332.00508973018697,332.00508973018697,-7.885929525252379
7.334691589304857,350.4364801863103,343.90365011467287,343.90365011467287,6.53283007163742
7.590960451103019,351.5730378768513,357.0912691465503,357.0912691465503,-5.518231269699015
7.928557668266439,365.2969676501393,373.6776650919106,373.6776650919106,-8.380697441771304
8.084691589304857,382.1193350417345,381.009720508108,381.009720508108,1.109614533626484
8.334691589304857,387.613160145401,392.25560430502065,392.25560430502065,-4.642444159619629
8.648610303658206,399.4028268209117,405.43468507690005,405.43468507690005,-6.031858255988368
8.808732467055524,407.85068346800404,411.7183166710249,411.7183166710249,-3.867633203020887
9.084691589304857,419.27386656357385,421.7951416740384,421.7951416740384,-2.5212751104645577
9.334088629518664,431.0140862380882,430.02589521911625,430.02589521911625,0.9881910189719747
0.33261659857305964,21.213654905025894,25.586558698530393,25.586558698530393,-4.3729037935044985
0.6179953342165219,26.668972207062726,28.056810866722255,28.056810866722255,-1.3878386596595291
0.8598851367008875,30.19671756969532,31.23345080159173,31.23345080159173,-1.0367332318964095
1.0490722989510515,36.06515053426752,34.37693828586085,34.37693828586085,1.6882122484066642
1.3679953342165219,42.57355204753578,40.91591970922187,40.91591970922187,1.6576323383139098
1.6887363176814516,49.60032854352328,48.96461443823266,48.96461443823266,0.6357141052906243
1.8679953342165219,54.60502361222407,54.06420937124515,54.06420937124515,0.5408142409789249
2.1858922814811934,68.30621517050479,64.09404651124231,64.09404651124231,4.212168659262474
2.378289786271472,68.30621517050479,70.73823579706983,70.73823579706983,-2.4320206265650484
