SN_ID,a,a_err,b,b_err,c,c_err,d,d_err,e,e_err,f,f_err,r2,chi2,n_points,norm_factor,a_norm,a_err_norm,b_norm,b_err_norm,c_norm,c_err_norm,d_norm,d_err_norm
SN2018exc,-0.0204915321878975,0.0381467827178941,9.85809539478437,0.6802583043868036,-4.115401697804756,3.3595805595769734,-12.180081970222542,1.4487627940473675,0.444747114011109,0.0321920063135529,-0.4370614595522584,0.2631180111548993,0.998787163614586,41.65601465743177,52,147.436365304182,-0.000138985603352474,0.0002587338791158607,0.06686339136512033,0.004613911248987554,-0.0279130707632008,0.022786648006722664,-0.08261246772526788,0.009826359942191776
SN2018fhw,1.3730013341851748,0.8691495659158104,-26.067637479773285,22.84285446166731,102.51047937132608,19.841571670105555,-152.26186778229248,130.07208780214015,0.1807715097920273,0.0465268030641808,2.4584440885357406,0.5319640988771354,0.998881678022706,174.86926387896955,58,163.34841199030598,0.008405354649340922,0.005320832662685394,-0.15958304805142695,0.13984130107749645,0.6275572448014348,0.12146779652368501,-0.9321294644194555,0.7962862094420566
SN2018fpm,-2778.5253411756735,499285.52396033215,14136.49749750813,2541585.889177515,77622.09897741218,31059172.162567437,-95580.03576324,34293622.38643008,0.2418294950230496,21.783080186914376,7.238745621612176,55.36893476541999,0.7789427835060735,40.49725795305427,9,325.90656565656565,-8.525527356523503,1531.9897681548093,43.375921160192,7798.510852511611,238.17286043635258,95300.84826611631,-293.27434864862613,105225.31915655872
SN2018fqn,0.5170288493316931,2.2744530763317017,-134.09749824896625,1589.3861241473874,0.026481145894348,3641.1174018308634,-3858.3261862110166,68043.54238363313,0.0355112394331003,0.2141710632728854,3.140963600247333,0.945968454376655,0.9892488043363644,119.26948298122645,55,61.03001635131979,0.008471714088284236,0.037267777600431796,-2.197238445374697,26.042695368096794,0.0004339036342692269,59.6610916974156,-63.220140135642936,1114.9192881080012
SN2018fub,0.0818951689227966,0.0924256830675925,7.197055984132387,2.1815056762783924,10.98725620296708,8.74905793932653,-18.71750113340228,4.047532716329575,0.3579865509736424,0.0343916019004576,0.6549436325446021,0.3699167526687819,0.998976650325589,71.83727227144402,59,148.27737520128827,0.0005523106192810802,0.0006233296411008325,0.04853778922348942,0.014712330005282147,0.07409934380111431,0.059004672340939285,-0.12623302178092277,0.027297035106232503
SN2018fvi,0.0277568673793193,0.1394112445685091,2.9553892090061904,3.1270993263325626,2.7090169996788145,12.98475745219014,-8.125657842394235,4.486437268604903,0.4146823473509544,0.0956871220583728,0.1936861371055429,0.9774860277329548,0.9946386913445964,44.84666415321029,56,50.797055730809674,0.0005464266969804723,0.0027444749023899178,0.058180324951661984,0.061560641288032354,0.053330197207389095,0.25562027691133604,-0.159963165689263,0.08832081316641681
SN2018fzi,-0.1012679059627984,0.0340105360861836,2.064801711477523,0.3280513396534875,-0.7125144844122362,0.6845807960147483,-0.7193224631164096,0.3579236679799339,1.6745350228451263,0.2018087338870577,-2.233681292618499,1.0031367249254528,0.8454124732721703,22.92932391942886,33,9.604342445719428,-0.010543970764800523,0.0035411623729994968,0.2149862651344535,0.03415656423201539,-0.07418670132173366,0.07127825771350542,-0.07489554513302525,0.03726685819490509
SN2018fzz,-1.5830859800199129,4.00843805377116,5.205534096873797,9.324364912666857,-2.551553937178095,2.844382688162804,-3.399726142538403,5.329576931145609,2.0229000495543272,1.38313683368972,-0.8207552905964497,1.846154012324507,0.8333021125474828,6.774401976414407,13,31.9758865248227,-0.04950874399654165,0.12535815232704905,0.16279561452761507,0.2916061421918171,-0.07979619064501427,0.08895398993722115,-0.10632156015124755,0.16667487630118677
SN2018gjz,0.0133727417422187,0.0055405458129885,1.327146678750506,0.1136274289668238,-6.8650819380421515,0.503789932203889,-2.9114973181000257,0.2751848101228948,0.5737783463268665,0.0154362209158712,-2.6288153689342977,0.1768424349704536,0.9127331186372076,248.27329950159628,70,23.49614637357309,0.0005691461710188985,0.0002358065754655044,0.0564835891660597,0.0048360027708469,-0.2921790590206546,0.021441385501859086,-0.12391382279498757,0.01171191248759007
SN2018grv,-12.822635241017874,7433.677339121906,168.3383613932866,96459.25415654673,9616.68711538127,11516162.594956867,10158.344304294336,11829075.803320246,0.0501673980928824,14.68266569283549,4.38689835399419,95.2670978573552,0.8236292452651918,323.8894318980443,47,17.825439323692535,-0.7193446965413511,417.02631862999834,9.443714588820319,5411.325488530244,539.4922919290594,646052.1048505242,569.8790430815613,663606.410395604
