time,flux,Raw,RB,Sky,flux_err
double,double,double,double,double,double
3346.533284,NaN,NaN,0.000000,13833.007812,NaN
3346.553718,5134.520206,5169.845475,0.000000,13833.793945,12.113286
3346.574151,5145.176346,5177.676934,0.000000,13827.258789,12.114602
3346.594585,5141.863893,5174.765826,0.000000,13825.373047,12.112942
3346.615019,5142.395149,5170.609317,0.000000,13809.148438,12.107930
3346.635452,5145.818788,5166.478394,0.000000,13812.962891,12.110242
3346.655886,NaN,NaN,0.000000,13799.109375,NaN
3346.676319,5160.390884,5179.950923,0.000000,13798.607422,12.110311
3346.696753,5164.353860,5182.808326,0.000000,13796.376953,12.110864
3346.717187,NaN,NaN,0.000000,13789.949219,NaN
3346.737620,5147.550254,5176.223498,0.000000,13776.777344,12.099233
3346.758054,5153.533640,5176.989986,0.000000,13769.782227,12.098909
3346.778487,5161.361010,5186.935690,0.000000,13762.276367,12.099012
3346.798921,5140.832563,5168.237022,0.000000,13766.556641,12.093817
3346.819355,5147.568672,5178.636744,0.000000,13752.127930,12.091356
3346.839788,5133.331454,5156.224775,0.000000,13758.145508,12.088727
3346.860222,5139.924912,5164.616071,0.000000,13750.079102,12.088256
3346.880655,5132.338130,5160.321787,0.000000,13749.935547,12.085782
3346.901089,5124.546501,5150.995934,0.000000,13742.449219,12.080891
3346.921523,5152.834360,5170.334056,0.000000,13740.084961,12.089188
3346.941956,5148.495475,5163.000515,0.000000,13725.016602,12.082978
3346.962390,NaN,NaN,0.000000,13724.273438,NaN
3346.982823,5141.328552,5164.844702,0.000000,13716.154297,12.077845
3347.003257,5145.640853,5164.829612,0.000000,13708.017578,12.076621
3347.023691,5156.442128,5173.655455,0.000000,13710.634766,12.080917
3347.044124,5128.299905,5149.059946,0.000000,13696.611328,12.067410
3347.064558,5144.681502,5161.940711,0.000000,13693.418945,12.071637
3347.084991,5139.879863,5162.822912,0.000000,13688.252930,12.068443
3347.105425,5135.517300,5149.861762,0.000000,13680.320312,12.064502
3347.125859,5165.925470,5167.773543,0.000000,13663.097656,12.068728
3347.146292,5154.091057,5164.837006,0.000000,13658.673828,12.063516
3347.166726,5137.146756,5148.766032,0.000000,13654.048828,12.056599
3347.187159,5139.901608,5151.345696,0.000000,13649.776367,12.056112
3347.207593,NaN,NaN,0.000000,13638.257812,NaN
3347.228027,5132.055329,5152.779572,0.000000,13631.131836,12.047610
3347.248460,5131.452260,5151.191697,0.000000,13617.008789,12.042882
3347.268894,5144.189499,5160.406980,0.000000,13611.056641,12.045061
3347.289327,5149.133628,5164.200429,0.000000,13611.986328,12.046947
3347.309761,5155.362032,5168.062150,0.000000,13600.501953,12.045259
3347.330195,5133.445462,5147.298777,0.000000,13607.055664,12.040325
3347.350628,5143.838945,5158.561494,0.000000,13595.180664,12.039849
3347.371062,5144.248045,5152.538382,0.000000,13586.639648,12.037236
3347.391496,NaN,NaN,0.000000,13575.250977,NaN
3347.411929,5149.491884,5160.899303,0.000000,13573.181641,12.034597
3347.432363,5157.188683,5159.325184,0.000000,13566.949219,12.035067
3347.452796,5146.307112,5155.072473,0.000000,13572.349609,12.033306
3347.473230,5148.873777,5153.292801,0.000000,13563.398438,12.031253
3347.493663,5143.343957,5152.481723,0.000000,13553.527344,12.026301
3347.514097,5133.134525,5134.688574,0.000000,13555.610352,12.023687
3347.534531,5142.342240,5143.424675,0.000000,13541.074219,12.021973
3347.554964,5152.059727,5148.670428,0.000000,13531.767578,12.022105
3347.575398,5153.367858,5157.286453,0.000000,13514.592773,12.017000
3347.595832,5142.087582,5143.823023,0.000000,13525.703125,12.016945
3347.616265,5139.786080,5136.968397,0.000000,13532.401367,12.018360
3347.636699,5133.957077,5123.729709,0.000000,13523.484375,12.013613
3347.657132,5135.032753,5136.415270,0.000000,13509.015625,12.009301
3347.677566,5147.201147,5137.379892,0.000000,13507.410156,12.012702
3347.698000,NaN,NaN,0.000000,13509.470703,NaN
3347.718433,5135.371088,5136.340641,0.000000,13496.281250,12.005308
3347.738867,5149.946456,5146.646139,0.000000,13483.367188,12.005843
3347.759300,5144.605312,5152.663431,0.000000,13477.656250,12.002282
3347.779734,5137.777214,5136.961787,0.000000,13490.307617,12.004158
3347.800168,5148.778772,5150.662508,0.000000,13469.175781,12.000894
3347.820601,5132.753999,5134.881413,0.000000,13465.067383,11.994403
3347.841035,5166.544720,5164.901535,0.000000,13473.742188,12.008089
3347.861468,5157.499825,5159.929606,0.000000,13458.625000,12.000304
3347.881902,5144.717961,5146.618407,0.000000,13440.506836,11.990340
3347.902336,5139.481700,5139.963013,0.000000,13447.057617,11.990764
3347.922769,5142.458631,5148.925572,0.000000,13430.997070,11.986543
3347.943203,NaN,NaN,0.000000,13431.777344,NaN
3347.963636,5145.623431,5153.378528,0.000000,13430.921875,11.987540
3347.984070,5144.688528,5142.713614,0.000000,13416.103516,11.982456
3348.004504,5158.046845,5165.433733,0.000000,13411.742188,11.985360
3348.024937,5137.174711,5139.371397,0.000000,13416.976562,11.980313
3348.045371,5142.110838,5139.873868,0.000000,13405.822266,11.978305
3348.065804,5139.786826,5145.894662,0.000000,13402.913086,11.976615
3348.086238,5145.147290,5144.452301,0.000000,13405.501953,11.979182
3348.106672,5128.531409,5116.874899,0.000000,13392.660156,11.969667
3348.127105,5128.210743,5122.690790,0.000000,13384.675781,11.966983
3348.147539,5139.769715,5138.555863,0.000000,13378.076172,11.968586
3348.167972,5119.345000,5113.944712,0.000000,13379.343750,11.962393
3348.188406,NaN,NaN,0.000000,13364.939453,NaN
3348.208840,NaN,NaN,0.000000,13366.094727,NaN
3348.229273,5130.460475,5132.844954,0.000000,13369.230469,11.962717
3348.249707,5129.122863,5136.274181,0.000000,13344.968750,11.954438
3348.270140,5164.212266,5158.675998,0.000000,13338.291016,11.963627
3348.290574,5125.749367,5130.905948,0.000000,13340.373047,11.951859
3348.311008,5138.290881,5142.730197,0.000000,13333.217773,11.953602
3348.331441,5139.078805,5140.619367,0.000000,13325.641602,11.951405
3348.351875,5143.465374,5142.504426,0.000000,13310.128906,11.947804
3348.372309,5147.873318,5147.354177,0.000000,13310.103516,11.949223
3348.392742,5159.972651,5152.257515,0.000000,13294.648438,11.948136
3348.413176,5142.771522,5137.760539,0.000000,13301.601562,11.944819
3348.433609,NaN,NaN,0.000000,13289.267578,NaN
3348.454043,5142.597472,5155.547984,0.000000,13276.935547,11.936772
3348.474477,5145.276642,5144.121240,0.000000,13281.335938,11.939066
3348.494910,5137.499685,5140.850337,0.000000,13285.406250,11.937865
3348.515344,5141.320970,5144.149593,0.000000,13272.046875,11.934775
3348.535777,5145.022261,5151.418657,0.000000,13268.957031,11.934973
3348.556211,NaN,NaN,0.000000,13251.425781,NaN
3348.576644,5144.218034,5140.846969,0.000000,13252.121094,11.929255
3348.597078,5149.545655,5149.194869,0.000000,13246.611328,11.929196
3348.617512,5150.825118,5147.337261,0.000000,13240.774414,11.927718
3348.637945,NaN,NaN,0.000000,13235.171875,NaN
3348.658379,NaN,NaN,0.000000,13228.916992,NaN
3348.678813,NaN,NaN,0.000000,13221.984375,NaN
3348.699246,5128.912449,5138.209125,0.000000,13224.390625,11.915293
3348.719680,5138.543516,5149.421817,0.000000,13210.800781,11.914008
3348.740113,5135.658975,5148.763130,0.000000,13207.868164,11.912119
3348.760547,5141.551304,5141.557757,0.000000,13202.868164,11.912409
3348.780981,5137.080122,5151.983669,0.000000,13202.498047,11.910837
3348.801414,5130.176306,5139.515793,0.000000,13198.357422,11.907250
3348.821848,5124.574333,5135.731910,0.000000,13185.066406,11.901111
3348.842281,5116.762889,5120.774979,0.000000,13185.789062,11.898807
3348.862715,5127.361379,5126.812335,0.000000,13183.487305,11.901504
3348.883149,5125.853494,5120.698735,0.000000,13172.812500,11.897544
3348.903582,5151.077453,5145.513862,0.000000,13165.540039,11.903379
3348.924016,NaN,NaN,0.000000,13161.164062,NaN
3348.944449,5148.246233,5152.119467,0.000000,13149.626953,11.897286
3348.964883,5149.653142,5155.116653,0.000000,13150.841797,11.898139
3348.985317,5133.014469,5137.485772,0.000000,13142.683594,11.890075
3349.005750,5123.224198,5127.828873,0.000000,13141.306641,11.886442
3349.026184,5144.127786,5147.272894,0.000000,13127.462891,11.888739
3349.046618,5122.105376,5128.516178,0.000000,13136.533203,11.884524
3349.067051,5151.167009,5149.495385,0.000000,13122.833984,11.889523
3349.087485,5126.580319,5129.617611,0.000000,13113.656250,11.878534
3349.107918,5147.677101,5145.060884,0.000000,13108.123047,11.883600
3349.128352,5131.607051,5131.821878,0.000000,13106.230469,11.877753
3349.148785,5143.034588,5133.000073,0.000000,13099.908203,11.879415
3349.169219,NaN,NaN,0.000000,13092.869141,NaN
3349.189653,NaN,NaN,0.000000,13078.997070,NaN
3349.210086,5160.249151,5164.363750,0.000000,13067.349609,11.874418
3349.230520,5131.570855,5137.161069,0.000000,13070.650391,11.866149
3349.250953,5130.053775,5130.496914,0.000000,13055.644531,11.860762
3349.271387,5164.542547,5162.184564,0.000000,13052.160156,11.870868
3349.291821,5145.357172,5138.251907,0.000000,13042.812500,11.861568
3349.312254,5146.258443,5142.083780,0.000000,13037.748047,11.860210
3349.332688,5151.367803,5149.246874,0.000000,13042.081055,11.863289
3349.353121,5139.324108,5134.595881,0.000000,13034.175781,11.856784
3349.373555,5141.683307,5131.286465,0.000000,13022.037109,11.853593
3349.393989,5148.935210,5139.750417,0.000000,13017.893555,11.854607
3349.414422,NaN,NaN,0.000000,13011.109375,NaN
3349.434856,5132.407578,5138.848644,0.000000,13016.259766,11.848680
3349.455290,5145.439161,5136.881343,0.000000,12998.881836,11.847261
3349.475723,5158.017541,5158.349144,0.000000,12988.988281,11.848138
3349.496157,5145.753960,5141.004540,0.000000,12984.044922,11.842519
3349.516590,5140.836133,5134.132891,0.000000,12984.949219,11.841208
3349.537024,5157.188293,5151.498023,0.000000,12970.669922,11.841885
3349.557458,5131.267855,5124.922872,0.000000,12981.217773,11.836863
3349.577891,5171.565023,5165.260686,0.000000,12962.948242,11.844059
3349.598325,NaN,NaN,0.000000,12964.194336,NaN
3349.618758,5118.772746,5109.681845,0.000000,12958.882812,11.825477
3349.639192,5140.367026,5125.533735,0.000000,12954.692383,11.831168
3349.659626,NaN,NaN,0.000000,12937.587891,NaN
3349.680059,5133.787592,5143.215535,0.000000,12933.955078,11.822234
3349.700493,5135.425101,5144.161926,0.000000,12928.546875,11.821000
3349.720926,5135.398368,5133.042863,0.000000,12928.723633,11.821049
3349.741360,5125.582438,5128.787285,0.000000,12919.970703,11.814972
3349.761794,5132.395525,5138.097623,0.000000,12908.143555,11.813331
3349.782227,NaN,NaN,0.000000,12907.191406,NaN
3349.802661,NaN,NaN,0.000000,12904.837891,NaN
3349.823094,5161.235899,5147.211142,0.000000,12891.904297,11.817456
3349.843528,5128.611234,5119.688915,0.000000,12899.671875,11.809317
3349.863962,5144.944033,5138.521775,0.000000,12880.415039,11.808360
3349.884395,5133.905462,5123.891965,0.000000,12882.618164,11.805465
3349.904829,NaN,NaN,0.000000,12877.792969,NaN
3349.925262,5147.722425,5145.083187,0.000000,12874.904297,11.807465
3349.945696,5139.762139,5143.848889,0.000000,12866.860352,11.802221
3349.966130,5148.480440,5142.910135,0.000000,12869.933594,11.806084
3349.986563,5139.738133,5133.362048,0.000000,12850.185547,11.796747
3350.006997,5142.929571,5138.345440,0.000000,12838.115234,11.793836
3350.027430,5130.229352,5127.608620,0.000000,12838.578125,11.789822
3350.047864,5123.009335,5120.024047,0.000000,12831.294922,11.785063
3350.068298,NaN,NaN,0.000000,12830.893555,NaN
3350.088731,NaN,NaN,0.000000,12824.903320,NaN
3350.109165,NaN,NaN,0.000000,12815.406250,NaN
3350.129599,NaN,NaN,0.000000,12813.434570,NaN
3350.150032,NaN,NaN,0.000000,12804.455078,NaN
3350.170466,NaN,NaN,0.000000,12803.448242,NaN
3350.190899,5140.736542,5144.623514,0.000000,12785.665039,11.775902
3350.211333,5144.340712,5146.100666,0.000000,12785.404297,11.777000
3350.231767,5132.676170,5133.072982,0.000000,12782.602539,11.772248
3350.252200,5127.989577,5130.869652,0.000000,12778.933594,11.769502
3350.272634,5123.985707,5124.797843,0.000000,12775.191406,11.766956
3350.293067,5151.369661,5141.294261,0.000000,12757.291992,11.770073
3350.313501,NaN,NaN,0.000000,12746.048828,NaN
3350.333934,5135.986658,5127.055413,0.000000,12756.224609,11.764666
3350.354368,5139.579962,5128.683546,0.000000,12744.677734,11.762051
3350.374802,5153.992359,5132.639341,0.000000,12739.988281,11.765248
3350.395235,NaN,NaN,0.000000,12728.559570,NaN
3350.415669,5151.607397,5164.886755,0.000000,12717.131836,11.756947
3350.436103,5151.634840,5159.230490,0.000000,12719.935547,11.757878
3350.456536,5156.549508,5167.329836,0.000000,12713.505859,11.757380
3350.476970,5164.373394,5174.538234,0.000000,12708.732422,11.758383
3350.497403,5141.580469,5149.194138,0.000000,12698.874023,11.747638
3350.517837,5146.336232,5149.674250,0.000000,12696.667969,11.748478
3350.538271,5141.790296,5150.085163,0.000000,12695.654297,11.746647
3350.558704,5146.989502,5149.388518,0.000000,12686.171875,11.745237
3350.579138,5148.861087,5154.043028,0.000000,12688.107422,11.746490
3350.599571,5155.625177,5152.450334,0.000000,12674.537109,11.744249
3350.620005,5133.550722,5139.205378,0.000000,12672.640625,11.736352
3350.640439,NaN,NaN,0.000000,12671.926758,NaN
3350.660872,5148.273543,5158.593183,0.000000,12659.441406,11.736854
3350.681306,5155.735544,5157.856607,0.000000,12662.986328,11.740481
3350.701739,5149.947086,5161.110471,0.000000,12658.242188,11.737010
3350.722173,5132.336808,5144.079328,0.000000,12657.975586,11.731118
3350.742607,5122.280223,5133.597322,0.000000,12652.246094,11.725912
3350.763040,5154.631989,5159.045834,0.000000,12639.452148,11.732361
3350.783474,5157.151125,5153.035726,0.000000,12635.594727,11.731920
3350.803907,5152.550392,5149.586888,0.000000,12626.735352,11.727482
3350.824341,5129.452651,5135.929081,0.000000,12628.052734,11.720296
3350.844775,5132.386066,5135.439943,0.000000,12625.304688,11.720357
3350.865208,5139.145283,5148.107050,0.000000,12618.920898,11.720481
3350.885642,NaN,NaN,0.000000,12611.876953,NaN
3350.906075,5158.336406,5163.172356,0.000000,12601.654297,11.721116
3350.926509,5154.488785,5156.852105,0.000000,12593.968750,11.717310
3350.946943,5137.082298,5143.803172,0.000000,12594.597656,11.711770
3350.967376,5152.495765,5155.462507,0.000000,12587.992188,11.714679
3350.987810,5133.358577,5135.974254,0.000000,12590.166016,11.709077
3351.008243,5138.803788,5142.207007,0.000000,12586.558594,11.709684
3351.028677,5139.496266,5137.496783,0.000000,12569.689453,11.704339
3351.049111,5131.754923,5135.122700,0.000000,12565.634766,11.700441
3351.069544,5146.465184,5138.865593,0.000000,12563.054688,11.704450
3351.089978,5141.904932,5138.674149,0.000000,12557.833984,11.701217
3351.110412,5143.124680,5141.432187,0.000000,12539.485352,11.695554
3351.130845,NaN,NaN,0.000000,12542.802734,NaN
3351.151279,5149.436620,5154.087726,0.000000,12535.055664,11.696176
3351.171712,5123.872538,5131.825177,0.000000,12535.580078,11.687893
3351.192146,5131.699303,5138.614866,0.000000,12534.183594,11.690021
3351.212580,NaN,NaN,0.000000,12511.931641,NaN
3351.233013,5138.990557,5145.971482,0.000000,12533.285156,11.692136
3351.253447,5145.003973,5145.470068,0.000000,12502.023438,11.683780
3351.273880,5145.933793,5144.824108,0.000000,12504.235352,11.684820
3351.294314,5134.492788,5133.687431,0.000000,12501.246094,11.680043
3351.314748,5144.425024,5142.074761,0.000000,12490.914062,11.679910
3351.335181,5155.790560,5144.297453,0.000000,12471.910156,11.677381
3351.355615,5181.605792,5173.594067,0.000000,12488.431641,11.691395
3351.376048,NaN,NaN,0.000000,12470.968750,NaN
3351.396482,5134.882726,5151.221037,0.000000,12462.982422,11.667494
3351.416916,5143.095471,5159.818519,0.000000,12454.250000,11.667322
3351.437349,5169.650276,5175.216640,0.000000,12453.849609,11.675989
3351.457783,5132.686378,5142.308741,0.000000,12454.354492,11.663906
3351.478216,5164.007070,5178.907059,0.000000,12433.900391,11.667508
3351.498650,5144.635521,5147.750656,0.000000,12446.086914,11.665126
3351.519084,5145.207148,5148.544680,0.000000,12429.374023,11.659773
3351.539517,5160.863243,5164.770524,0.000000,12416.399414,11.660663
3351.559951,5146.862422,5154.649319,0.000000,12416.833984,11.656162
3351.580384,5131.354501,5134.676024,0.000000,12417.919922,11.651375
3351.600818,5150.351989,5151.967138,0.000000,12404.155273,11.653112
3351.621252,NaN,NaN,0.000000,12396.853516,NaN
3351.641685,5143.332459,5156.467978,0.000000,12390.330078,11.646192
3351.662119,5139.076804,5154.618515,0.000000,12388.099609,11.644037
3351.682552,5142.488398,5157.418535,0.000000,12388.571289,11.645327
3351.702986,5146.830645,5161.757152,0.000000,12384.419922,11.645390
3351.723420,5135.870384,5155.086897,0.000000,12372.911133,11.637925
3351.743853,5165.561594,5176.263548,0.000000,12375.380859,11.648609
3351.764287,5144.790530,5158.040904,0.000000,12357.073242,11.635626
3351.784720,5135.606241,5144.510717,0.000000,12365.122070,11.635249
3351.805154,5127.823168,5136.152710,0.000000,12363.465820,11.632110
3351.825588,5150.216377,5156.215793,0.000000,12357.908203,11.637707
3351.846021,5129.880143,5136.995030,0.000000,12355.574219,11.630170
3351.866455,NaN,NaN,0.000000,12342.099609,NaN
3351.886889,5149.512649,5160.461547,0.000000,12337.324219,11.630630
3351.907322,5142.885546,5143.679504,0.000000,12333.810547,11.627257
3351.927756,5144.779276,5149.375724,0.000000,12323.843750,11.624571
3351.948189,5134.977172,5140.627667,0.000000,12326.375977,11.622152
3351.968623,5142.728485,5145.308198,0.000000,12325.902344,11.624574
3351.989057,5140.843824,5143.717268,0.000000,12318.237305,11.621396
3352.009490,5145.705643,5153.202856,0.000000,12310.173828,11.620330
3352.029924,5149.944488,5145.755843,0.000000,12307.812500,11.620955
3352.050357,5148.702936,5149.330698,0.000000,12302.394531,11.618739
3352.070791,5150.956357,5143.464219,0.000000,12287.519531,11.614536
3352.091224,NaN,NaN,0.000000,12292.528320,NaN
3352.111658,NaN,NaN,0.000000,12280.897461,NaN
3352.132092,5140.438740,5151.099756,0.000000,12280.541016,11.608708
3352.152525,5141.955952,5148.430819,0.000000,12273.822266,11.606975
3352.172959,5142.280547,5154.685393,0.000000,12266.935547,11.604788
3352.193393,5160.114544,5174.531087,0.000000,12257.625977,11.607629
3352.213826,5176.795967,5172.159730,0.000000,12264.274414,11.615400
3352.234260,5132.695529,5139.569335,0.000000,12259.776367,11.599206
3352.254693,5128.666221,5128.582888,0.000000,12255.850586,11.596553
