time,flux,Raw,RB,Sky,flux_err
double,double,double,double,double,double
3346.533284,NaN,NaN,0.000000,10898.478516,NaN
3346.553718,648.116959,634.657590,0.000000,10892.660156,13.441547
3346.574151,661.778458,648.844513,0.000000,10888.498047,13.447078
3346.594585,643.616282,632.094096,0.000000,10885.946289,13.435015
3346.615019,646.616206,634.651524,0.000000,10884.779297,13.436083
3346.635452,661.530560,654.202897,0.000000,10869.296875,13.435752
3346.655886,649.138520,639.677921,0.000000,10874.435547,13.431525
3346.676319,658.860418,654.190131,0.000000,10868.163086,13.433535
3346.696753,655.762421,649.177356,0.000000,10862.011719,13.428145
3346.717187,NaN,NaN,0.000000,10867.818359,NaN
3346.737620,651.246109,632.599929,0.000000,10857.265625,13.422744
3346.758054,654.695797,638.227111,0.000000,10859.893555,13.426288
3346.778487,653.826959,640.374720,0.000000,10855.009766,13.422934
3346.798921,663.833741,650.850913,0.000000,10847.427734,13.424348
3346.819355,650.393386,639.631911,0.000000,10838.429688,13.411258
3346.839788,664.578974,653.141458,0.000000,10839.024414,13.419882
3346.860222,656.311776,646.963479,0.000000,10842.676758,13.417189
3346.880655,661.692134,654.336820,0.000000,10832.125000,13.414172
3346.901089,657.567213,652.756461,0.000000,10834.299805,13.413034
3346.921523,646.128502,642.508782,0.000000,10833.630859,13.405966
3346.941956,642.170834,637.269268,0.000000,10833.026367,13.403302
3346.962390,NaN,NaN,0.000000,10828.895508,NaN
3346.982823,642.021783,622.984857,0.000000,10823.451172,13.397622
3347.003257,650.787678,635.164888,0.000000,10816.354492,13.398597
3347.023691,NaN,NaN,0.000000,10817.187500,NaN
3347.044124,653.264152,641.948369,0.000000,10815.425781,13.399501
3347.064558,663.680128,654.224619,0.000000,10806.737305,13.400511
3347.084991,657.286126,648.398246,0.000000,10804.853516,13.395674
3347.105425,646.754224,640.920567,0.000000,10802.876953,13.388363
3347.125859,657.031065,652.534356,0.000000,10804.176758,13.395130
3347.146292,672.151600,671.509919,0.000000,10794.813477,13.398494
3347.166726,651.550904,649.363205,0.000000,10792.083008,13.384856
3347.187159,648.897191,650.505564,0.000000,10781.185547,13.376929
3347.207593,NaN,NaN,0.000000,10776.671875,NaN
3347.228027,649.275219,628.165173,0.000000,10781.552734,13.377365
3347.248460,648.303742,631.769745,0.000000,10773.134766,13.371870
3347.268894,652.704976,635.935116,0.000000,10766.978516,13.370842
3347.289327,659.346768,645.176507,0.000000,10765.891602,13.374094
3347.309761,651.640131,642.407938,0.000000,10759.248047,13.365692
3347.330195,658.550429,651.652069,0.000000,10755.138672,13.367333
3347.350628,650.632060,645.908444,0.000000,10749.498047,13.359390
3347.371062,655.806535,652.044305,0.000000,10747.486328,13.361243
3347.391496,650.259584,648.793972,0.000000,10741.967773,13.354759
3347.411929,650.921397,652.656867,0.000000,10733.007812,13.349894
3347.432363,640.430465,646.220190,0.000000,10730.238281,13.342117
3347.452796,670.338898,673.144780,0.000000,10734.358398,13.362066
3347.473230,657.133296,662.979465,0.000000,10722.800781,13.347552
3347.493663,663.000772,668.342520,0.000000,10719.413086,13.349006
3347.514097,649.977460,657.528203,0.000000,10716.434570,13.339619
3347.534531,644.460620,654.027865,0.000000,10712.867188,13.334287
3347.554964,640.772062,650.087270,0.000000,10711.576172,13.331364
3347.575398,642.906369,654.417975,0.000000,10701.918945,13.326946
3347.595832,675.355814,687.648174,0.000000,10709.493164,13.350434
3347.616265,652.541772,664.970792,0.000000,10703.494141,13.333529
3347.636699,649.693316,659.752817,0.000000,10691.093750,13.324574
3347.657132,657.350261,668.516168,0.000000,10689.436523,13.328098
3347.677566,637.785794,643.498671,0.000000,10683.601562,13.313172
3347.698000,NaN,NaN,0.000000,10684.850586,NaN
3347.718433,646.049748,653.214009,0.000000,10683.035156,13.317698
3347.738867,662.126092,672.664777,0.000000,10670.559570,13.319814
3347.759300,651.686187,663.272713,0.000000,10670.270508,13.313507
3347.779734,666.213739,679.082026,0.000000,10662.039062,13.317208
3347.800168,649.321063,662.307115,0.000000,10664.597656,13.308780
3347.820601,645.241847,661.353125,0.000000,10657.579102,13.302252
3347.841035,658.397433,672.925627,0.000000,10655.637695,13.308849
3347.861468,671.324685,688.701832,0.000000,10652.189453,13.314423
3347.881902,654.207407,669.448322,0.000000,10650.902344,13.303598
3347.902336,641.655609,656.630200,0.000000,10654.042969,13.298060
3347.922769,658.911636,673.042570,0.000000,10642.800781,13.301599
3347.943203,NaN,NaN,0.000000,10641.875977,NaN
3347.963636,658.216925,669.633237,0.000000,10641.562500,13.300462
3347.984070,647.339718,659.845085,0.000000,10639.595703,13.292900
3348.004504,667.157729,682.120547,0.000000,10638.080078,13.303674
3348.024937,642.360749,657.194276,0.000000,10631.036133,13.284926
3348.045371,652.752390,669.285535,0.000000,10623.886719,13.286836
3348.065804,662.426413,679.224276,0.000000,10624.642578,13.292979
3348.086238,649.521402,668.822501,0.000000,10608.527344,13.275879
3348.106672,659.120133,678.239002,0.000000,10610.289062,13.282576
3348.127105,642.397747,657.852005,0.000000,10605.812500,13.270077
3348.147539,654.104538,669.975217,0.000000,10598.153320,13.272464
3348.167972,657.908355,670.496871,0.000000,10593.582031,13.272012
3348.188406,NaN,NaN,0.000000,10585.073242,NaN
3348.208840,665.056098,673.995237,0.000000,10582.539062,13.269714
3348.229273,652.404475,664.791658,0.000000,10577.160156,13.259074
3348.249707,644.258640,653.587096,0.000000,10582.316406,13.257309
3348.270140,674.747851,693.235430,0.000000,10568.351562,13.267062
3348.290574,657.661434,676.099044,0.000000,10572.898438,13.259661
3348.311008,648.415937,669.565039,0.000000,10556.576172,13.244559
3348.331441,655.742731,678.783339,0.000000,10553.324219,13.246967
3348.351875,651.362785,676.946561,0.000000,10550.157227,13.242507
3348.372309,650.477598,676.210271,0.000000,10542.105469,13.237223
3348.392742,651.493790,675.347234,0.000000,10544.634766,13.239320
3348.413176,652.566200,675.645492,0.000000,10541.615234,13.238168
3348.433609,NaN,NaN,0.000000,10534.263672,NaN
3348.454043,673.511773,683.433521,0.000000,10526.911133,13.241859
3348.474477,648.683261,659.081920,0.000000,10538.154297,13.233825
3348.494910,670.319275,684.742116,0.000000,10521.421875,13.236725
3348.515344,656.172719,672.099228,0.000000,10522.148438,13.228787
3348.535777,664.084736,680.119401,0.000000,10516.361328,13.230044
3348.556211,654.852333,672.319767,0.000000,10517.902344,13.225493
3348.576644,660.964570,681.512039,0.000000,10513.591797,13.226559
3348.597078,644.899752,666.086100,0.000000,10511.724609,13.215942
3348.617512,662.067728,685.959231,0.000000,10503.831055,13.221434
3348.637945,656.854932,681.089120,0.000000,10499.369141,13.215705
3348.658379,656.503421,682.975110,0.000000,10488.750977,13.209206
